@relation wilt-training

@attribute GLCM_pan real
@attribute Mean_Green real
@attribute Mean_Red real
@attribute Mean_NIR real
@attribute SD_pan real
@attribute class {w, n}

@data
129.8192,229.4483,104.3448,691.8966,21.7422,n
138.1146,212.0000,94.8333,552.8333,37.2293,n
116.3600,218.2632,97.3684,597.6316,28.6490,n
150.6625,241.2000,104.0000,752.5000,29.2276,n
140.9762,222.0000,90.0000,509.0000,31.6109,n
138.3889,214.3333,91.1111,606.3333,38.6804,n
152.9125,234.6000,100.8000,821.2000,34.4012,n
117.1875,213.5833,92.5833,519.1667,33.1909,n
112.8138,251.7333,110.8333,806.0000,32.5778,n
112.2857,209.4667,85.7333,481.8000,32.9967,n
139.0144,198.9231,79.2308,344.3846,24.7204,n
137.7699,242.6364,119.4091,917.2727,11.1334,n
123.5187,259.0000,122.4219,936.2500,16.7626,n
119.2792,239.3378,107.7162,727.1892,17.3293,n
120.9014,212.8261,100.6087,584.3478,33.8082,n
150.8807,210.3636,92.8182,625.3636,14.9412,n
102.6953,209.0000,83375.0000,453.7500,36.5718,n
138.8074,211.7647,87.8235,428.4118,23.9110,n
113.8542,221.3333,97.6667,504.3333,7.8740,n
117.6023,213.6364,90.0000,618.0000,27.0219,n
146.3920,232.5455,99.2727,639.6364,21.9601,n
130.5846,223.9375,99.1042,665.8958,28.1116,n
134.3261,203.5652,88.6087,491.1739,23.4723,n
136.4583,213.2500,92.5000,501.0000,26.9705,n
133.1498,218.9615,96.8846,668.2308,20.4275,n
132.0438,191.7000,95.9000,543.4000,23.2043,n
160.1522,275.0000,132.0000,980.0000,12.4989,n
141.3563,205.8571,91.8571,471.8571,15.5266,n
136.4063,202.0000,89.0000,549.0000,42.2419,n
129.4739,204.2222,82.6667,449.4444,29.3470,n
141.1407,204.3529,82.4118,425.1176,18.0098,n
121.2552,258.5000,121.7500,839.7500,31.3673,n
135.6938,257.2000,115.9333,822.0333,42.9840,n
138.3671,206.8000,85.8000,372.6000,20.0556,n
119.8125,218.0000,93.3333,491.3333,38.0974,n
146.4875,244.1000,110.0000,760.1000,27.9464,n
125.1496,233.5000,120.5000,852.0000,29.8653,n
110.0531,272.4000,126.3000,981.6000,9.2622,n
137.2784,199.3636,86.6364,413.9091,15.4235,n
124.7068,218.0000,102.5000,783.0000,9.4296,n
143.4195,189.8235,81.7647,430.2941,9.4554,n
131.5202,192.7143,75.4286,393.0000,27.0442,n
121384.0000,247.0000,107.7500,930.0000,25.2809,n
111.7821,243.9500,108.2000,753.7500,22.9314,n
117.6424,221.7778,107.3889,653.3333,32.9562,n
107.3625,210.2000,95.4000,512.2000,26.4530,n
115.4470,225.4857,99.2286,709.7429,28.9515,n
94.5875,195.2000,82.6000,457.4000,23.4913,n
115.2842,228.7500,104375.0000,798.7500,14.5086,n
116.2917,222.0000,89.0000,509.0000,25.7466,n
111.0695,225.1579,103.0000,618.8421,36.9231,n
126.7556,201.6471,92.5882,494.4706,23.8374,n
136.5667,203.4667,92.6667,476.4000,21.9687,n
126.5089,223.7857,102.4286,597.9286,29.3992,n
125.6755,216.3830,99.1702,644.0851,24.3132,n
138.1828,243.1000,107.3667,799.8333,24.7369,n
134.0125,208.8000,85.4000,465.2000,17.4539,n
127.6523,229.1600,101.1200,677.0800,19.6711,n
111.6094,237.5000,121.0000,757.5000,23.3957,n
122.7937,263.2500,125.0000,862.2500,25.0005,n
128.5673,273.6129,123.4839,1005.5161,14.6215,n
127.4917,222.0667,101.7333,604.6667,19.4335,n
145.7396,215.3333,98.6667,559.3333,17.5689,n
126.9966,216.8108,99.5405,692.4324,27.6618,n
130.4925,187.5882,77.2941,455.5294,24.7507,n
128.0628,203.6786,82.7500,548.1071,30.2045,n
137.4094,222.8500,100.9500,548.1500,40.4444,n
119.5256,211.8889,92.2222,537.5185,31.8049,n
142.5446,213.9286,98.5714,628.1429,35.2226,n
118.9706,244.0000,113.6531,858.2245,29.1653,n
119.6323,273.8305,124.3051,935.5763,20.4482,n
130.1091,239.6176,112.0882,818.0588,14.1992,n
146.8313,241.8000,113.4000,675.3000,39.7894,n
133.0833,243.8095,113.8095,669.3333,22.6744,n
140.7125,198.2000,83.2000,337.7333,14.8722,n
126125.0000,201.5882,88.4706,463.8824,17.6851,n
134.3875,208.7000,92.6000,557.4500,26.0231,n
126.6538,243.0769,106.1538,665.6154,26.1932,n
128.1357,214.7111,94.2667,535.2000,15.8874,n
144.8638,207.2581,95.2903,520.1935,14.3850,n
155525.0000,220.4000,102.8000,734.2000,18.2866,n
120.1692,227.8800,108.3600,744.9200,27.2938,n
103.6641,229.5000,112.7500,797.5000,15.9687,n
125.6009,218.1429,98.9286,672.3571,27.8279,n
141.6116,232.0000,111.4286,838.2857,32.7370,n
154.5323,230.0000,101.0000,673.0000,22.7761,n
113.1000,248.6000,110.2000,669.6000,19.6632,n
125.0628,225.6333,98.5333,647.8667,28.3191,n
145.0563,252.8000,115.8000,801.4000,14.5482,n
131.2891,240.7083,109.9167,786.5417,14.6969,n
132875.0000,242.0000,104.0000,675.0000,45.5000,n
143.6779,202.3846,87.3846,435.5385,16.5304,n
120.4704,254.0526,116.7368,766.2632,33.1239,n
142.7697,234.3158,97.7368,569.8421,31.8666,n
116.6518,248.4286,109.5714,799.7143,29.2324,n
128.6813,258.8000,118.2000,838.6000,17.6068,n
126.5185,218.7692,96.8462,607.3590,24.2146,n
120.1850,241.0000,113.7500,828.7500,32.2640,n
130.5481,227.9706,102.7941,763.0000,27.4505,n
106.5078,221.0000,96.0000,689.5000,25.0587,n
128.3281,202.1500,85.5000,442.2000,38.4394,n
115.8145,246.1500,110.5000,804.5500,17.3277,n
117.3684,268.3333,129.5000,950.6667,6.3289,n
94.9359,208.0000,93.4000,526.2000,23.4470,n
102.1667,218.7778,91.6667,527.6667,21.2085,n
116.0111,234.7059,106.3529,788.1176,20.0131,n
106.6000,230.1000,107.0000,679.1000,15.2791,n
138.5951,247.6061,112.5152,730.8182,29.9394,n
143.1654,226.2500,94.7500,611.2500,28.9026,n
123.4363,219.1538,97.7692,594.0000,26.8987,n
137.8864,216.6364,95.0000,587.4545,24.0447,n
134.9218,196.5778,79.7778,338.5333,18.2788,n
120.0885,246.6885,113.8033,788.7541,22.1724,n
109925.0000,216.4000,88.4000,506.6000,25.7014,n
128.2536,217.8205,96.3590,582.2821,28.9909,n
119.8275,257.0000,120.7222,865.2778,21.5953,n
124.9815,244.1765,117.2059,802.8235,24.2125,n
144.4461,229.6667,112.0000,729.4762,29.9311,n
111.6258,228.9000,113.4000,743.9000,18.8050,n
103.5972,260.4444,117.8889,887.2222,13.8198,n
119.2063,259.7000,120.4000,861.8000,36.2305,n
122.6180,255.0161,115.5161,809.6774,19.2940,n
131.4048,206.9655,79.3103,413.8966,22.2657,n
124.9437,210.2361,91.8056,515.0694,24.1993,n
126.6565,238.0541,113.1081,738.7838,22.2584,n
137.4744,262.6364,122.8636,920.5000,11.5219,n
103.5375,263.4000,122.8000,894.6000,16.6985,n
138.1642,230.6190,103.1905,662.6190,35.3367,n
135225.0000,217.0000,94.7500,636.0000,22.5550,n
126.0952,240.0000,111.4762,738.6667,23.8789,n
111.3060,268.0000,125.0000,887.0000,20.4228,n
125.4167,233.7778,104.6667,682.1111,24.0740,n
94.6797,246875.0000,109125.0000,766625.0000,25.5490,n
137.1042,249.1111,110.4444,788.1111,35.0485,n
112.1696,230.7143,105.8571,650.5714,40.6935,n
148.8169,228.1111,105.2222,632.2222,25.6948,n
119.5196,222.6875,103.8438,653.0313,24.3439,n
115.6963,227.6667,100.6667,694.1667,15.2977,n
131.3071,236.5000,111.0000,702.0000,42.0855,n
133.5417,208.7333,90.2000,474.4667,25.7910,n
135.7813,242.0000,110.0000,761.0000,22.2847,n
162.0469,248.0000,115.0000,814.0000,24.8131,n
146.0455,261.0000,115.0000,789.0000,25.7781,n
149.8544,202.8462,92.4615,449.6923,14.6655,n
135.1797,193.3421,80.3947,403.8947,18.5705,n
100.9375,250.0000,120.0000,800.0000,17.4512,n
93.5000,253.7500,123375.0000,817875.0000,16.5303,n
116.4005,235.7292,108.6875,729.9583,33.7348,n
138.9652,206.5926,89.3333,468.1852,18.4056,n
117.0990,202.4615,91.3077,541.4615,36.9017,n
156.2422,240.0000,110.5000,726.0000,29.6266,n
122.1573,246.0000,114.4444,746.6111,22.2267,n
110.4253,231.8182,107.6364,694.9091,10.6368,n
117.0033,214.3421,94.5263,560.2105,24.3465,n
129.0893,235.1429,106.5714,595.0000,13.1878,n
129.1641,210.7500,97.5000,476.2500,21.5450,n
115.9258,199.9565,89.5217,429.0435,39.8384,n
128.2354,230.8889,109.7778,676.8889,23.4788,n
145.5352,202.0000,90.0000,325.0000,18.8077,n
135215.0000,210.3016,91.4603,490.3968,30.3621,n
119.0000,190.0000,89.0000,434.0000,23.0756,n
135.7068,208.0000,83.0000,392.0000,34.6478,n
137.4375,223.0000,94.0000,583.0000,15.2049,n
118.1042,227.3333,106.6667,673.0000,27.9225,n
136.8791,219.7778,100.3704,603.3704,18.6736,n
165725.0000,222.0000,106.0000,608.0000,11.2854,n
137.8304,222.0000,105.0000,709.0000,35.2964,n
106.9844,213.0000,94.0000,498.0000,24.5599,n
138.5279,196.4419,85.0698,371.5116,16.5022,n
132.5474,215.2500,103.2500,662.5000,16.5988,n
121.5370,233.6897,110.1724,708.7586,23.3749,n
99.5625,249.8000,113.5000,765.8000,21.7488,n
135.0593,190.7500,79.2500,276.5000,21.9523,n
144.0159,196.7500,89625.0000,427.2500,13.0234,n
117.3520,199.6842,90.3158,479.6842,25.1385,n
147.6772,228.7000,105.8000,605.3000,17.5228,n
122.1351,237.1290,110.8710,683.4839,31.2890,n
148.2625,229.0000,107.2000,624.8000,24.3343,n
125.9694,208.8571,92.9000,444.5286,23.1685,n
127.7793,199.5000,91.3438,427.1563,17.8536,n
115.2258,231.1290,107.8065,657.2581,18.4055,n
167.0000,211.0000,105.0000,636.0000,6.6097,n
121.0556,237.9302,105.8837,702.7209,23.1707,n
110.8226,195.4194,85.3548,418.4839,30.5005,n
146.8829,193.8636,88.8182,471.1818,28.9481,n
140.7211,225.1667,98.5000,643.7083,25.0432,n
103.6500,201.0000,94.0000,522.0000,24.1462,n
129.1406,218.4375,96.0000,638.0000,22.3116,n
132.4438,231.2000,104.7000,611.6000,10.4981,n
111.2500,212.2857,99.4286,595.5000,28.7144,n
126.2280,231.4340,118.9434,392.5283,17.2075,n
133.5143,202.2807,90.4561,467.2281,15.6390,n
130.6657,189.8352,81.9011,274.4066,13.5953,n
139.5163,207.6600,97.9800,472.3600,33.7773,n
131.1826,199.3469,87.5102,517.4898,22.3125,n
114.1875,221.4483,100.1379,715.5517,30.4603,n
132.0756,220.3077,101.9487,699.6154,21.2735,n
136.7770,211.5294,90.5000,465.2647,16.4379,n
133.6210,217.5254,103.7966,602.3220,26.2510,n
132.6485,213.3778,98.1778,656.4000,23.4472,n
122.8397,205.4528,91.1132,396.5283,20.5191,n
109.4031,209.1667,96.9167,583.9167,26.5073,n
137.2188,230.4000,110.4000,814.7000,15.5258,n
136.0917,209.6000,98.7333,474.4000,16.3122,n
115.0714,212.1333,102.8667,694.4667,18.2611,n
135.1965,184.8125,78625.0000,330.0625,13.3778,n
128.9722,217.2955,100.5000,504625.0000,25.7698,n
125.6766,183.5789,79.7368,334.9474,23.4257,n
122.3333,215.8667,103.2000,559.4667,23.9412,n
116.0559,232.6364,106.1591,809.7727,14.0926,n
122.6526,204.3333,86.5000,303.8333,11.1315,n
87.3125,219.7500,106.5000,571.2500,21.2294,n
134.2246,205.0476,95.1905,554.5714,30.7932,n
149.3594,216375.0000,97.5000,427875.0000,15.5302,n
97.9911,221.5714,106.8571,589.4286,34.5614,n
165.8438,221.0000,108.0000,622.0000,19.3956,n
121.2031,209.0625,92.7500,594.2500,31.9266,n
116.1721,219.2963,98.5926,461.2593,24.3300,n
123.5141,229.7241,118.3103,621.7931,18.0180,n
120.9630,219.5556,102.3704,611.0370,18.7233,n
123.8420,223.9655,105.7931,523.3793,13.1802,n
124.2998,202.3846,98.2051,331.1795,14.1949,n
133.9879,205.9032,91.1935,338.9677,15.1742,n
118.5074,214.6154,92.6923,390.5385,17.3495,n
144.9545,211.3636,92.2727,369.5455,17.7266,n
125.8464,234.0000,117.5833,677875.0000,33.1185,n
140.2027,192.1429,86.4286,459.8571,13.7227,n
138.8053,219.6667,103.6667,624.9444,27.0391,n
121.3725,222.5000,98.0000,638.2500,35.0343,n
113.8517,216.0217,93.2609,554.8261,33.9033,n
98.1932,245.9091,133.1818,650.5455,22.2480,n
121.8152,235.1579,120.0526,718.7895,21.7265,n
102.5078,212.2500,100.0000,618.2500,22.7400,n
115.8768,209.0286,100.1429,605.7429,25.9839,n
117.2544,204.0000,95.5000,356.0000,15.7229,n
146.8212,212.6316,99.6316,623.0000,26.2404,n
130.3346,222.6364,104.3333,426.0909,12.5334,n
131.2086,211.6136,100.2727,580.5909,21.9507,n
132.0764,219.8889,102.5556,444.6667,15.0628,n
124.8621,230.9804,110.9216,483.5882,11.9311,n
137.8133,219.1579,100.1579,416.0000,20.4692,n
114.5097,241.2308,130.3846,517.9231,31.7820,n
131.7333,264.8654,155.5000,404.1154,28.2348,n
136.0765,296.7826,188.7826,438.6957,11.8821,n
135.4375,303.6000,190.6000,568.2000,16.1691,n
115.7159,297.2727,184.2727,581.0000,32.5439,n
117.3981,261725.0000,141.4500,722875.0000,17.8843,n
112.4571,226.1364,109.3182,742.2273,25.2284,n
130.4780,228.4783,109.3478,747.0000,20.2026,n
134.5359,200.7500,90.7727,424.3409,18.7041,n
128.9614,231.1429,120.4286,417.6429,14.0678,n
117.0018,252.9429,147.7143,421.0857,12.6873,n
139.6927,219.1538,104.6154,578.2308,24.3157,n
135.0943,206.6774,89.5000,497.2742,27.5320,n
123.0194,238.3913,119.4457,446.5543,14.4263,n
87.3125,236.5000,114.0000,503.0000,11.4537,n
117.2060,288.8261,182.7391,438.5652,11.9653,n
123.4833,245.3667,144.9667,433.6333,16.8353,n
129.6758,247.7500,133.0000,566.7500,16.5858,n
112.5347,228.1111,104.8889,512.5556,31.5630,n
128.1362,215.4211,105.4211,401.0000,13.7361,n
116.9454,208.8000,105.4667,329.4000,38.0008,n
123.8903,229725.0000,117.8000,537.7500,24.2808,n
116.0782,234.0270,111.5676,652.2432,21.6638,n
135.4054,223.5000,106.5000,466.0000,22.5349,n
117.2549,208.0000,93.9655,496.4138,26.9463,n
145.0810,208.2813,108.2500,269.9063,20.0696,n
136.4769,233.3415,114.8293,430.5366,14.7032,n
132.3580,241.3939,129.7576,334.1212,20.5044,n
133.2307,235.7582,118.4945,445.6813,22.4545,n
117.7169,226.6154,108.8077,650.1538,35.2967,n
139.2248,195125.0000,86725.0000,395.7000,16.6577,n
143.7933,216.7692,107.3846,519.8462,19.0741,n
128.1667,222.4444,101.7778,565.6111,15.7189,n
105.5176,244.5556,126.5556,437.0000,18.8853,n
130.3480,245.1500,121.1500,634575.0000,29.3509,n
117.1007,223.0930,100.4884,626.0930,23.9984,n
120.1063,202.1000,94.8000,465.0000,26.3365,n
140.9057,253.4091,143.8182,414.6364,44.2317,n
119.8112,265.6122,150.1224,440.9184,32.3876,n
140.2700,278.1364,154.7576,456.8788,33.7930,n
137.3596,218.2308,96.6667,309.6667,19.5552,n
123.4018,233.4286,114.8571,527.6071,21.0126,n
122.1673,237.2121,129.8182,410.5152,21.6319,n
102.6135,242.2308,123.0000,634.3077,14.8040,n
144.2509,219.2571,107.7143,348.4857,15.8301,n
117.7368,202.3000,92.8667,418.0000,14.5098,n
124.7589,211.0000,99.2857,592.8571,7.9411,n
123.7576,270.6522,160.8841,450.0435,14.1662,n
147.5354,230.0000,116.7500,671.0000,21.5697,n
92.3625,199.0000,104.0000,252.0000,18.2581,n
131.5344,200.5000,92.6500,407.9500,26.7516,n
110.0472,282.6875,155.5625,440.4375,40.5632,n
114.1861,241.8966,128.3793,477.5862,15.7482,n
140.5191,262.8261,159.2174,415.4348,18.4233,n
112.6675,258.8148,138.1852,485.8519,21.8744,n
135.3175,215.4167,97.0833,366.8333,14.7618,n
128.9492,245.2500,129.5000,507.7500,18.6597,n
130.8077,217.5357,101.7500,502.6786,20.0134,n
138.8335,189.1148,88.3279,341.8852,16.6187,n
122.2552,190.1667,86.5833,456.0000,24.8276,n
133.4357,268.1000,148.7500,463.5000,22.5417,n
116.8576,310.5263,174.5263,551.2105,14.6426,n
90625.0000,287.6667,154.6667,485.0000,80.4384,n
132.1734,187.6341,82.4878,345.2073,16.5439,n
117.1111,284.5000,156.7778,505.7778,16.4460,n
132.4084,232.1667,124.8333,353.8333,18.0085,n
123.9762,333.6190,212.1429,436.3333,21.4289,n
122.4627,340.8077,251.5385,448.8077,17.1425,n
123.5964,364.9831,271.9153,429.7458,18.5917,n
127.7232,329.0714,230.7143,415.2857,16.5548,n
116.9930,356.0000,228.3333,456.8333,70.7876,n
135.6509,356.0000,233.2143,435.9643,21.2224,n
127.9453,324.0000,191.0000,345.0000,16.2745,n
115.8281,232.2500,109.7500,516.2500,13.2004,n
113.1228,259.8333,157.5556,366.1111,16.6262,n
93.2031,364.0000,235.0000,490.0000,101.5662,n
164.3846,263.0000,152.0000,426.0000,12.6712,n
126.9288,321.4848,226.2424,443.2121,14.2669,n
120625.0000,438.0000,268.0000,461.0000,31.6139,n
116.6960,218.5000,105.2333,427.0000,28.4211,n
124.1042,228.6667,114.3333,344.3333,39.9249,n
119.7961,499.3158,351.3684,574.3684,42.3087,n
134.7036,308.9048,208.0000,374.8095,11.0330,n
129.3063,261.3500,154.5500,339.9500,31.7058,n
130.1011,292.4091,181.9545,434.4091,17.0308,n
94.6016,282125.0000,167375.0000,496.7500,9.4000,n
125.8370,293.0577,188.0577,473.6731,21.4143,n
128025.0000,559.6000,396.0000,609.8000,23.1741,n
101.3006,534.8095,398.4286,605.9524,27.3118,n
134.8594,446.0000,284.5000,573.5000,11.4127,n
135.3375,194.6000,85.8000,487.6000,30.9433,n
148.2489,316.8276,207.5862,380.0345,38.4223,n
118.0198,310.7895,207.1579,424.7895,21.1119,n
117.9910,502.0000,335.0000,560.0000,22.5687,n
137.3388,232.7931,121.7241,352.3966,15.7407,n
145.1364,261.5909,167.0909,303.0909,19.5033,n
122.1509,307.7222,200.0000,360.0000,36.2281,n
133.7804,294.9010,193.7030,395.2079,18.0284,n
123.8558,189.5769,86.8077,403.6154,30.4188,n
122.5244,206.2727,93.0000,621.4545,26.2504,n
166.3125,306.6667,194.6667,441.0000,11.5566,n
109.2262,321.4375,232.9063,449.8125,10.5741,n
132.6723,331.2195,234.8780,446.0488,15.1464,n
82.3672,315875.0000,211.2500,426625.0000,25.1595,n
123.1700,289.0800,190.0400,473.0400,17.9619,n
120.2756,381.5263,275.6579,462.8421,24.7784,n
134195.0000,278.3200,183.9200,336.5200,25.0058,n
133.2212,317.8462,207.8462,398.2308,29.2403,n
127.4375,488.5000,321.5000,544.2500,32.8024,n
144.5340,246.0000,158.0000,343.0000,29.1058,n
133.1058,367.7083,269.8333,432375.0000,15.9720,n
132.1025,329.3600,239.6400,437.6000,21.2226,n
136.5180,271.5714,176.3333,392.6190,17.0095,n
120.7292,486.6667,375.3333,582.0000,10.7083,n
129.2154,291.9767,160.0465,462.7907,31.7204,n
122.9460,330.8889,215.9167,472.3056,25.8515,n
75.2917,358.0000,259.6667,420.0000,13.1403,n
124.1983,311.3729,207.0000,430.4576,18.4162,n
127.2947,268.0000,178.3333,367.9167,17.1146,n
123.4792,349.9697,248.7879,406.4848,15.8358,n
75125.0000,323.0000,230.6667,400.6667,39.2287,n
119.0315,193.7143,59.1429,474.2857,31.2825,n
137.2555,212.2308,106.6154,424.0385,22.3943,n
138.2647,204.6471,96.1765,503.4118,23.2120,n
125.1656,215.8421,97.9474,620.1053,20.9619,n
125.7255,215.7500,93.0000,758.5000,31.4891,n
120.1374,346.4479,248.2708,441.3021,15.8709,n
114.2875,199.0000,92.0000,374.0000,19.8252,n
111.3105,403.7500,302.5417,447.3333,15.7260,n
126.3500,417.4000,301.4000,473.4000,13.1057,n
104.1094,306.8333,203.5000,400.5833,10.4200,n
115.9531,374.0000,264.0000,492.0000,49.5852,n
111.4792,251.7500,116.9167,485.5000,23.9657,n
132.0958,281.9143,180.2571,421.6286,13.5733,n
106.2656,293.0000,188.3333,422.0000,19.5837,n
129.8398,212.5000,95375.0000,518.0000,26.3177,n
126.7891,236.5000,102.5000,672.5000,32.3371,n
118.0045,227.0000,106.0714,593.8571,72.6761,n
127.2057,302.1458,197.1667,394.0833,19.0014,n
106.9444,318.8235,216.3529,421.7647,13.2171,n
149.5446,243.0000,111.0000,408.0000,18.5351,n
116.7448,222.4167,102.2500,570.8333,27.7466,n
118.5852,284.0000,154.0000,659.0000,19.8997,n
126.6000,266.7000,156.6000,371.3000,23.1994,n
131.5480,226.7941,115.5294,323.3824,23.5091,n
115.0063,259.0000,109.0000,797.8000,22.0542,n
120.7072,380.9474,296.4211,443.9474,27.7595,n
130.0530,380.6000,289.2667,441.4333,15.1888,n
126.2159,268.3636,161.0909,455.0000,27.8855,n
128.5795,301.5455,194.8182,397.1818,39.8209,n
98.1563,408.0000,322.7500,436.7500,18.1034,n
91.9688,221.2500,110.0000,343.7500,15.8114,n
118.7031,211.2500,96.0833,328.7917,17.0587,n
124.6339,274.8571,162.0000,511.5714,26.5914,n
146.7653,243.6842,147.9474,252.4737,12.8015,n
136.1395,287.5094,183.1698,350.1132,25.0558,n
115.3165,392.9583,306.5000,461.2500,11.2872,n
151375.0000,297.9091,210.8182,353.7273,31.1676,n
138.9371,212.3333,110.1905,245.5714,12.6952,n
130.6563,262.0000,118.0000,793.0000,32.4990,n
133.8744,244.9630,139.4815,226.2963,19.0922,n
174.3264,263.8889,154.8889,316.5556,8.0615,n
111.4583,297.0000,164.0000,351.0000,8.1786,n
123.5462,314.8261,205.2609,336.7391,25.1096,n
111.6927,372.4167,264.7500,397.0833,18.5628,n
126.8028,309.2444,179.9111,347.2889,19.6131,n
122.8478,352.7869,265.9344,380.0984,18.1865,n
120.8606,334.6154,222.2308,357.0769,26.3603,n
94.7500,325.6667,189.3333,362.3333,37.8759,n
115.1458,325.6667,189.3333,362.3333,29.4882,n
119.6711,226.8421,111.4737,514.4211,28.1370,n
136.0625,240.2500,121.0000,606.2500,18.6464,n
121.1743,211.2105,96.5526,391.3684,19.4708,n
110.7474,225.1667,104.8333,658.5000,25.4770,n
134.6029,225.0294,99.4706,607.6176,21.8161,n
128.7508,204.5500,94325.0000,364.5000,14.8739,n
121.1009,231.7927,111.1220,630.9268,25.2049,n
131.0614,211.3158,94.9737,499.1842,20.6014,n
117.5607,206.5333,91.6000,486.6667,22.2297,n
125.4173,205.3871,94.0000,508.9355,28.9202,n
120.3182,246.0000,134.2791,467.1628,22.0579,n
136.8553,197.8000,91.8333,475.3667,12.8642,n
139.0585,269.7692,151.0769,495.0000,17.0987,n
134.5278,211.0000,93.2222,486.6667,19.0947,n
124.7188,240.0000,129.0000,330.0000,19.4599,n
113.0745,225.0000,114.9615,586.8462,26.1207,n
132.9970,211.0476,101.3333,609.3333,24.1219,n
130.7260,239.8462,131.0769,529.3846,40.2633,n
124.7972,232.3333,122.6667,268.6667,14.0273,n
125.4659,190.4419,91.6512,188.0930,19.0217,n
133.9022,191.2727,89.4318,149.3182,9.3075,n
116.4196,180.5714,75.2857,389.5714,17.2957,n
141.4076,225.8000,111.5333,612.8000,26.0415,n
127.7813,225.7500,107.2500,638.2500,62.7045,n
126.0631,221.2500,103875.0000,803375.0000,31.0096,n
101.7292,226.3333,103.3333,655.6667,20.7043,n
123.0347,214.8889,99.5556,528.4444,58.7470,n
126.5538,183.5000,76.2500,112.5000,12.5726,n
131.8233,173.8235,76.0000,208.1176,9.5410,n
125.9890,178875.0000,74675.0000,258175.0000,11.8523,n
114.3515,223.6000,104.4667,714.0000,22.2615,n
133.7955,203.8182,95.4545,385.9091,17.6906,n
125.2926,196.7391,88.0652,461.3043,24.9791,n
85.0000,222.0000,105.0000,662.0000,0.0000,n
134.9245,213.0588,91.9412,380.4118,31.2382,n
130.9549,185.1628,81.8140,373.7907,19.5364,n
130.6529,175.6279,71.8140,231.9070,16.3591,n
124.8538,217125.0000,116125.0000,137.0000,16.1782,n
116.0409,416.3256,341.6744,453.4651,12.2659,n
130.5802,211.1200,99.0400,405.4600,19.3089,n
132.1870,216.5952,107.3333,254.2381,22.7858,n
117.9764,322.2656,207625.0000,422.5156,28.0309,n
119.6439,330.3429,223.2857,393.3143,20.9012,n
118.5273,273.8909,166.3636,398.4364,31.3992,n
120.9938,343.2500,237675.0000,387.6500,25.1693,n
124.8958,363.0000,266.0000,402.0000,12.7366,n
112.9087,394.5385,231.1538,389.0000,19.2348,n
133.9834,195.5526,90.9211,319.3684,19.7317,n
152.2138,280.7368,156.0526,309.2105,22.2759,n
87.7031,351.0000,261.0000,377.0000,10.1735,n
125.1638,266.0345,159.8276,266.8966,29.1057,n
140.8388,282.9259,169.3704,329.7407,25.5332,n
155.4286,384.0000,220.5714,391.7143,71.4051,n
132.2729,285.6909,174.9818,381.3818,24.0446,n
118.8430,331.0385,198.8846,311.5000,27.0204,n
131.9441,190.2786,81.6071,162.8571,12.6247,n
93.0938,396.6667,234.8333,518.6667,76.9632,n
113.2143,440.8571,271.4286,579.4286,66.1032,n
129.6054,308.6935,201.5806,371.8226,29.8673,n
147.5486,327.1667,207.5000,334.1667,33.0092,n
124.1566,401.5048,311.7000,422.5762,17.7396,n
0.0000,450.0000,279.0000,592.0000,0.0000,n
124.7555,330.1587,239.8571,325.0317,27.5801,n
